text,target,label
"Since the US media ridiculed China's epidemic prevention policy every day, I thought the covid had already disappeared in the US. It turns out that Americans just don't care about covid death - at least, the rich don't care. The Spectator Index spectatorindex Jun 1, 2022 BREAKING: The United States has reported over 250,000 new daily coronavirus cases, the most in over three months.","The number of daily coronavirus cases in the US has increased to above 25,000, the highest number in more than three months.",0
"Since the US media ridiculed China's epidemic prevention policy every day, I thought the covid had already disappeared in the US. It turns out that Americans just don't care about covid death - at least, the rich don't care. The Spectator Index spectatorindex Jun 1, 2022 BREAKING: The United States has reported over 250,000 new daily coronavirus cases, the most in over three months.",The number of coronavirus cases in the United States is increasing.,2
BREAKING JUNE 29: NCDSB down over 40 teachers yet class sizes biggest in over a decade?? sflecce this is what your destruction of public education looks like,"Almost 40 instructors have left the NCDSB yet class sizes are at their highest level. Here is what your annihilation of public education looks like, Sflecce.",1
BREAKING JUNE 29: NCDSB down over 40 teachers yet class sizes biggest in over a decade?? sflecce this is what your destruction of public education looks like,"NCDSB employs 60 instructors, but class sizes remain the smallest in over twenty years, highlighting Mr. Flecce's proposed government education reform.",0
BREAKING JUNE 29: NCDSB down over 40 teachers yet class sizes biggest in over a decade?? sflecce this is what your destruction of public education looks like,"With instructors leaving the NCDSB, the strain on remaining teachers led to increased workloads and reduced individual attention for students.",2
"Just scrolling through TikTok and I see a well known YouTuber getting their hair done and it s bomb. I m like wait, I know that hand tattoo you re bomb asf Kingbeamon",Noticing a YouTuber's recognizable hand tattoo while watching a TikTok video of their hair appointment.,1
"Just scrolling through TikTok and I see a well known YouTuber getting their hair done and it s bomb. I m like wait, I know that hand tattoo you re bomb asf Kingbeamon",watching a TikTok video of a YouTuber's hair appointment and missing their recognizable hand tattoo.,0
"Just scrolling through TikTok and I see a well known YouTuber getting their hair done and it s bomb. I m like wait, I know that hand tattoo you re bomb asf Kingbeamon","seeing a YouTuber's distinctive hand tattoo while watching a TikTok video, and then uploading that clip on YouTube so it will receive the most likes.",2
"Trump: BLM and Antifa burn down cities, kill people and nothing happens to them."" Remember what it was like to have a President that stands for the rule of law?! From Real America's Voice RAV",Trump defended the rule of law against BLM and Antifa.,1
"Trump: BLM and Antifa burn down cities, kill people and nothing happens to them."" Remember what it was like to have a President that stands for the rule of law?! From Real America's Voice RAV",Trump disregarded the rules of the law when taking action against BLM and Antifa.,0
"Trump: BLM and Antifa burn down cities, kill people and nothing happens to them."" Remember what it was like to have a President that stands for the rule of law?! From Real America's Voice RAV",Possible impact on public opinion and support for the former president due to the message's content.,2
Seriously can something be done about Morrisons gross neglect... 830 million for phantom submarines..gross neglect of Aged Care...climate change!!!,"Morrison's egregious neglect of the aged care system, spending $830 million on phantom submarines, and climate change",1
Seriously can something be done about Morrisons gross neglect... 830 million for phantom submarines..gross neglect of Aged Care...climate change!!!,"Through an emphasis on elder care and a $600 million expenditure to social services, Morrison places a high priority on the wellbeing of residents and the environment.",0
Seriously can something be done about Morrisons gross neglect... 830 million for phantom submarines..gross neglect of Aged Care...climate change!!!,"Morrisons, the company mentioned in the statement, will face significant public backlash and legal consequences due to allegations of gross neglect",2
